customer_id,signup_date,region,channel
CUST00705,2025-05-17,Central,Retail Store
CUST00706,2025-05-30,Central,Online
CUST00707,2024-12-15,South,Retail Store
CUST00708,2025-03-21,Central,Mobile App
CUST00709,2024-12-15,South,Online
CUST00710,2024-05-16,West,Marketplace
CUST00711,2024-08-30,North,Mobile App
CUST00712,2025-06-26,West,Mobile App
CUST00713,2024-02-09,Central,Mobile App
CUST00714,2024-08-16,West,Retail Store
CUST00715,2024-08-10,West,Mobile App
CUST00716,2024-01-06,West,Marketplace
CUST00717,2024-11-17,Central,Online
CUST00718,2025-04-12,West,Retail Store
CUST00719,2024-03-15,South,Marketplace
CUST00720,2024-01-04,Central,Online
CUST00721,2024-04-27,West,Retail Store
CUST00722,2025-05-18,Central,Marketplace
CUST00723,2025-03-16,East,Online
CUST00724,2024-07-12,South,Retail Store
CUST00725,2025-01-26,West,Marketplace
CUST00726,2024-01-26,East,Retail Store
CUST00727,2025-03-10,East,Online
CUST00728,2024-06-21,Central,Online
CUST00729,2024-10-26,East,Online
CUST00730,2024-11-21,South,Mobile App
CUST00731,2025-02-13,South,Online
CUST00732,2024-04-27,North,Retail Store
CUST00733,2024-08-12,South,Online
CUST00734,2025-06-15,East,Online
CUST00735,2024-04-22,South,Marketplace
CUST00736,2024-05-19,Central,Marketplace
CUST00737,2024-01-01,North,Online
CUST00738,2024-03-30,East,Online
CUST00739,2024-11-15,North,Online
CUST00740,2024-05-18,East,Retail Store
CUST00741,2025-05-25,Central,Marketplace
CUST00742,2024-09-15,North,Online
CUST00743,2024-01-10,West,Online
CUST00744,2024-09-17,East,Online
CUST00745,2024-06-20,West,Mobile App
CUST00746,2024-01-13,North,Mobile App
CUST00747,2024-06-16,West,Online
CUST00748,2024-11-16,West,Marketplace
CUST00749,2024-11-14,North,Online
CUST00750,2024-11-24,Central,Online
CUST00751,2025-02-22,West,Marketplace
CUST00752,2024-04-04,West,Mobile App
CUST00753,2024-11-13,Central,Mobile App
CUST00754,2024-08-23,West,Retail Store
CUST00755,2024-11-29,West,Online
CUST00756,2025-01-10,West,Marketplace
CUST00757,2025-04-03,South,Online
CUST00758,2024-05-16,Central,Retail Store
CUST00759,2025-06-30,West,Online
CUST00760,2025-05-27,Central,Marketplace
CUST00761,2024-10-22,East,Online
CUST00762,2024-11-15,East,Online
CUST00763,2024-12-14,West,Mobile App
CUST00764,2024-08-16,Central,Online
CUST00765,2024-09-26,Central,Retail Store
CUST00766,2024-10-17,Central,Online
CUST00767,2024-06-13,South,Online
CUST00768,2024-01-05,East,Online
CUST00769,2025-01-13,Central,Online
CUST00770,2024-03-18,Central,Marketplace
CUST00771,2025-02-13,South,Online
CUST00772,2024-05-11,South,Mobile App
CUST00773,2024-02-11,Central,Retail Store
CUST00774,2024-03-29,North,Online
CUST00775,2025-02-05,Central,Retail Store
CUST00776,2024-10-22,Central,Retail Store
CUST00777,2024-10-21,South,Marketplace
CUST00778,2025-06-09,South,Online
CUST00779,2025-02-25,Central,Online
CUST00780,2024-01-23,Central,Marketplace
CUST00781,2024-05-22,Central,Mobile App
CUST00782,2024-05-24,South,Marketplace
CUST00783,2024-08-12,Central,Online
CUST00784,2025-05-17,Central,Marketplace
CUST00785,2024-04-13,West,Retail Store
CUST00786,2024-02-08,North,Retail Store
CUST00787,2024-07-16,East,Online
CUST00788,2025-01-25,North,Retail Store
CUST00789,2024-06-27,West,Online
CUST00790,2025-03-23,East,Online
CUST00791,2025-05-14,Central,Marketplace
CUST00792,2024-01-15,West,Online
CUST00793,2024-10-15,Central,Online
CUST00794,2025-04-22,South,Online
CUST00795,2024-08-18,West,Mobile App
CUST00796,2025-02-23,South,Retail Store
CUST00797,2024-06-05,West,Online
CUST00798,2025-03-16,West,Marketplace
CUST00799,2024-04-06,South,Marketplace
CUST00800,2025-02-14,East,Online
CUST00801,2024-10-15,North,Marketplace
CUST00802,2024-09-10,Central,Marketplace
CUST00803,2024-07-14,West,Marketplace
CUST00804,2025-06-05,Central,Online
CUST00805,2025-05-31,South,Marketplace
CUST00806,2024-04-27,Central,Retail Store
CUST00807,2024-06-07,South,Online
CUST00808,2024-08-15,Central,Online
CUST00809,2024-08-03,North,Online
CUST00810,2024-01-15,North,Online
CUST00811,2024-06-05,North,Marketplace
CUST00812,2024-09-17,North,Online
CUST00813,2024-06-05,North,Online
CUST00814,2024-02-16,North,Retail Store
CUST00815,2024-11-19,South,Online
CUST00816,2024-05-09,West,Mobile App
CUST00817,2025-02-14,Central,Online
CUST00818,2024-04-04,North,Online
CUST00819,2024-10-18,South,Online
CUST00820,2024-10-09,South,Online
CUST00821,2024-03-09,South,Online
CUST00822,2024-01-11,West,Marketplace
CUST00823,2024-09-10,Central,Mobile App
CUST00824,2024-05-13,West,Online
CUST00825,2024-01-23,East,Marketplace
CUST00826,2024-12-11,South,Marketplace
CUST00827,2024-10-28,East,Marketplace
CUST00828,2024-12-28,North,Online
CUST00829,2025-01-30,North,Online
CUST00830,2024-08-05,West,Online
CUST00831,2024-05-20,Central,Marketplace
CUST00832,2024-07-28,East,Marketplace
CUST00833,2025-04-04,Central,Online
CUST00834,2024-12-21,West,Online
CUST00835,2024-11-19,North,Mobile App
CUST00836,2024-05-12,Central,Marketplace
CUST00837,2024-05-06,Central,Mobile App
CUST00838,2024-04-15,North,Marketplace
CUST00839,2025-01-12,East,Online
CUST00840,2024-02-20,North,Retail Store
CUST00841,2024-01-29,Central,Marketplace
CUST00842,2025-04-06,East,Online
CUST00843,2024-10-22,East,Retail Store
CUST00844,2024-10-23,North,Marketplace
CUST00845,2025-02-10,Central,Online
CUST00846,2025-02-08,West,Marketplace
CUST00847,2024-12-11,Central,Retail Store
CUST00848,2025-02-23,South,Mobile App
CUST00849,2024-06-30,West,Online
CUST00850,2024-01-01,East,Online
CUST00851,2025-01-05,West,Retail Store
CUST00852,2025-03-06,East,Online
CUST00853,2024-11-04,East,Marketplace
CUST00854,2024-05-16,West,Marketplace
CUST00855,2024-07-20,East,Online
CUST00856,2025-03-11,East,Retail Store
CUST00857,2024-11-08,South,Retail Store
CUST00858,2024-04-26,Central,Online
CUST00859,2024-08-31,Central,Mobile App
CUST00860,2025-06-20,South,Marketplace
CUST00861,2024-03-15,West,Marketplace
CUST00862,2025-01-20,North,Marketplace
CUST00863,2024-07-28,North,Retail Store
CUST00864,2025-04-19,North,Mobile App
CUST00865,2025-02-21,South,Marketplace
CUST00866,2024-12-12,South,Marketplace
CUST00867,2025-06-12,East,Marketplace
CUST00868,2024-06-27,North,Online
CUST00869,2024-06-30,West,Marketplace
CUST00870,2024-01-25,West,Online
CUST00871,2024-06-28,North,Online
CUST00872,2025-05-15,North,Online
CUST00873,2024-06-09,North,Mobile App
CUST00874,2024-06-25,South,Marketplace
CUST00875,2024-10-11,South,Marketplace
CUST00876,2024-03-03,South,Marketplace
CUST00877,2024-06-04,Central,Retail Store
CUST00878,2025-04-13,West,Mobile App
CUST00879,2024-02-18,West,Retail Store
CUST00880,2024-03-24,East,Online
CUST00881,2024-12-26,South,Online
CUST00882,2024-05-27,Central,Marketplace
CUST00883,2024-12-07,Central,Marketplace
CUST00884,2025-04-20,West,Online
CUST00885,2024-03-03,South,Online
CUST00886,2024-12-25,East,Marketplace
CUST00887,2024-11-22,South,Online
CUST00888,2024-05-20,North,Marketplace
CUST00889,2024-08-02,South,Mobile App
CUST00890,2025-03-10,North,Online
CUST00891,2024-11-13,North,Online
CUST00892,2024-02-01,East,Marketplace
CUST00893,2024-10-11,West,Marketplace
CUST00894,2024-10-31,South,Retail Store
CUST00895,2025-03-04,North,Mobile App
CUST00896,2025-04-21,South,Online
CUST00897,2024-10-12,West,Retail Store
CUST00898,2024-05-23,West,Marketplace
CUST00899,2025-02-27,Central,Marketplace
CUST00900,2024-01-19,West,Online
CUST00901,2024-01-18,East,Marketplace
CUST00902,2025-01-05,North,Retail Store
CUST00903,2024-06-23,Central,Online
CUST00904,2024-07-12,East,Online
CUST00905,2025-05-16,South,Marketplace
CUST00906,2024-04-22,North,Online
CUST00907,2024-04-23,West,Online
CUST00908,2024-08-09,North,Online
CUST00909,2024-09-20,South,Marketplace
CUST00910,2024-02-24,Central,Marketplace
CUST00911,2025-04-02,Central,Marketplace
CUST00912,2024-06-10,Central,Online
CUST00913,2025-01-14,West,Retail Store
CUST00914,2024-03-27,East,Retail Store
CUST00915,2024-02-24,East,Marketplace
CUST00916,2025-04-20,North,Mobile App
CUST00917,2024-06-26,West,Online
CUST00918,2025-01-25,Central,Marketplace
CUST00919,2024-12-14,Central,Online
CUST00920,2024-01-08,South,Retail Store
CUST00921,2024-11-08,South,Online
CUST00922,2025-03-18,Central,Online
CUST00923,2024-11-23,Central,Online
CUST00924,2024-02-23,West,Retail Store
CUST00925,2024-08-26,East,Online
CUST00926,2024-08-16,South,Marketplace
CUST00927,2024-02-20,East,Online
CUST00928,2024-09-20,West,Online
CUST00929,2025-02-21,Central,Marketplace
CUST00930,2024-04-05,East,Online
CUST00931,2024-03-28,Central,Online
CUST00932,2024-03-18,Central,Marketplace
CUST00933,2024-10-14,North,Online
CUST00934,2024-04-29,East,Online
CUST00935,2025-05-05,East,Online
CUST00936,2025-03-27,Central,Mobile App
CUST00937,2025-05-14,West,Retail Store
CUST00938,2024-06-13,North,Marketplace
CUST00939,2024-06-30,Central,Retail Store
CUST00940,2025-04-13,South,Online
CUST00941,2024-01-07,South,Online
CUST00942,2024-11-25,North,Marketplace
CUST00943,2024-05-30,West,Online
CUST00944,2024-03-25,Central,Online
CUST00945,2024-05-26,East,Online
CUST00946,2025-01-15,North,Online
CUST00947,2024-10-11,West,Mobile App
CUST00948,2024-03-22,East,Online
CUST00949,2025-05-28,South,Retail Store
CUST00950,2025-06-06,South,Online
CUST00951,2025-01-20,East,Mobile App
CUST00952,2025-04-15,North,Online
CUST00953,2024-04-28,South,Online
CUST00954,2025-01-30,Central,Marketplace
CUST00955,2025-06-15,East,Marketplace
CUST00956,2024-09-17,East,Online
CUST00957,2024-09-12,South,Online
CUST00958,2024-08-13,North,Online
CUST00959,2024-02-22,Central,Online
CUST00960,2025-05-14,North,Online
CUST00961,2025-05-20,West,Retail Store
CUST00962,2024-12-29,West,Online
CUST00963,2024-10-06,South,Online
CUST00964,2024-06-06,South,Marketplace
CUST00965,2024-02-28,South,Mobile App
CUST00966,2024-05-07,West,Retail Store
CUST00967,2024-04-24,North,Online
CUST00968,2024-07-27,North,Online
CUST00969,2025-06-09,South,Mobile App
CUST00970,2025-06-04,Central,Online
CUST00971,2024-08-24,North,Online
CUST00972,2024-10-07,West,Retail Store
CUST00973,2024-12-24,East,Retail Store
CUST00974,2024-07-19,East,Retail Store
CUST00975,2024-10-04,East,Online
CUST00976,2024-08-22,Central,Online
CUST00977,2025-05-08,South,Mobile App
CUST00978,2024-01-04,West,Online
CUST00979,2025-03-17,Central,Marketplace
CUST00980,2024-01-29,West,Marketplace
CUST00981,2024-04-18,West,Retail Store
CUST00982,2024-03-15,South,Online
CUST00983,2024-05-25,East,Online
CUST00984,2024-05-07,South,Retail Store
CUST00985,2024-02-11,Central,Marketplace
CUST00986,2024-12-21,Central,Mobile App
CUST00987,2024-02-10,Central,Online
CUST00988,2024-02-03,South,Online
CUST00989,2024-01-17,West,Mobile App
CUST00990,2024-06-01,West,Marketplace
CUST00991,2025-01-12,North,Marketplace
CUST00992,2024-12-07,Central,Online
CUST00993,2024-01-27,West,Retail Store
CUST00994,2024-10-13,North,Marketplace
CUST00995,2024-06-16,West,Marketplace
CUST00996,2024-09-24,Central,Online
CUST00997,2025-03-30,East,Online
CUST00998,2025-02-04,Central,Retail Store
CUST00999,2025-04-20,South,Online
CUST01000,2024-05-09,West,Retail Store
CUST01001,2024-12-28,West,Mobile App
CUST01002,2024-10-18,South,Online
CUST01003,2025-01-05,South,Marketplace
CUST01004,2024-01-29,East,Online
CUST01005,2024-05-28,West,Marketplace
CUST01006,2024-10-22,West,Mobile App
CUST01007,2024-01-11,East,Online
CUST01008,2025-05-26,North,Online
CUST01009,2024-04-22,East,Online
CUST01010,2024-07-05,Central,Online
CUST01011,2024-08-14,West,Marketplace
CUST01012,2024-11-05,South,Mobile App
CUST01013,2024-04-07,Central,Online
CUST01014,2024-02-24,West,Online
CUST01015,2025-02-09,East,Online
CUST01016,2024-03-09,Central,Marketplace
CUST01017,2024-11-07,West,Online
CUST01018,2024-10-15,North,Retail Store
CUST01019,2024-05-27,North,Retail Store
CUST01020,2025-04-11,South,Retail Store
CUST01021,2024-08-31,West,Online
CUST01022,2025-05-05,North,Marketplace
CUST01023,2025-05-21,East,Online
CUST01024,2024-12-30,West,Online
CUST01025,2025-04-26,East,Marketplace
CUST01026,2024-07-19,East,Marketplace
CUST01027,2024-06-02,North,Online
CUST01028,2025-03-25,West,Online
CUST01029,2025-05-15,Central,Online
CUST01030,2024-03-13,North,Online
CUST01031,2024-10-22,North,Online
CUST01032,2024-01-17,West,Online
CUST01033,2024-08-04,West,Retail Store
CUST01034,2024-03-01,East,Marketplace
CUST01035,2024-02-11,West,Retail Store
CUST01036,2024-01-25,East,Marketplace
CUST01037,2024-02-08,North,Online
CUST01038,2024-05-10,South,Mobile App
CUST01039,2025-05-12,Central,Marketplace
CUST01040,2024-08-16,North,Marketplace
CUST01041,2024-04-17,West,Marketplace
CUST01042,2024-06-20,Central,Mobile App
CUST01043,2025-03-10,South,Retail Store
CUST01044,2025-04-22,South,Online
CUST01045,2024-04-11,East,Retail Store
CUST01046,2025-06-07,Central,Marketplace
CUST01047,2024-10-01,East,Marketplace
CUST01048,2024-02-13,North,Retail Store
CUST01049,2024-01-17,Central,Online
CUST01050,2024-11-25,North,Online
CUST01051,2025-05-11,East,Mobile App
CUST01052,2024-01-12,Central,Retail Store
CUST01053,2024-11-13,East,Retail Store
CUST01054,2024-08-03,Central,Online
CUST01055,2024-12-04,East,Online
CUST01056,2024-03-21,South,Marketplace
CUST01057,2025-04-29,East,Marketplace
CUST01058,2025-01-08,South,Marketplace
CUST01059,2024-07-18,East,Retail Store
CUST01060,2025-06-20,Central,Retail Store
CUST01061,2025-04-10,Central,Online
CUST01062,2024-03-29,Central,Marketplace
CUST01063,2024-09-24,West,Online
CUST01064,2025-05-03,North,Online
CUST01065,2025-06-21,Central,Retail Store
CUST01066,2024-02-16,South,Mobile App
CUST01067,2024-10-14,Central,Online
CUST01068,2024-01-16,West,Marketplace
CUST01069,2025-02-04,South,Online
CUST01070,2024-03-26,West,Online
CUST01071,2024-09-06,South,Online
CUST01072,2025-01-25,East,Online
CUST01073,2024-11-30,North,Retail Store
CUST01074,2025-06-02,North,Online
CUST01075,2024-05-16,West,Retail Store
CUST01076,2025-05-12,North,Mobile App
CUST01077,2025-04-21,West,Online
CUST01078,2024-08-10,West,Marketplace
CUST01079,2025-01-06,West,Online
CUST01080,2025-02-05,North,Marketplace
CUST01081,2025-03-18,West,Online
CUST01082,2025-05-04,North,Online
CUST01083,2024-09-29,West,Online
CUST01084,2025-06-09,Central,Online
CUST01085,2024-06-07,West,Online
CUST01086,2024-05-31,South,Marketplace
CUST01087,2024-07-06,West,Marketplace
CUST01088,2024-04-07,East,Marketplace
CUST01089,2024-05-10,West,Marketplace
CUST01090,2024-06-19,South,Online
CUST01091,2024-07-01,South,Online
CUST01092,2024-12-29,North,Online
CUST01093,2024-02-08,Central,Online
CUST01094,2025-06-10,West,Retail Store
CUST01095,2025-05-11,North,Retail Store
CUST01096,2025-05-30,Central,Online
CUST01097,2024-12-14,West,Online
CUST01098,2025-01-31,East,Marketplace
CUST01099,2024-06-09,West,Marketplace
CUST01100,2024-01-16,South,Online
CUST01101,2025-05-07,South,Mobile App
CUST01102,2025-03-01,East,Mobile App
CUST01103,2024-04-17,North,Online
CUST01104,2025-03-25,Central,Online
CUST01105,2024-11-06,West,Retail Store
CUST01106,2024-06-18,South,Mobile App
CUST01107,2025-06-29,North,Marketplace
CUST01108,2025-02-17,East,Online
CUST01109,2024-09-07,South,Online
CUST01110,2024-05-20,East,Retail Store
CUST01111,2024-09-30,West,Retail Store
CUST01112,2025-02-19,Central,Online
CUST01113,2024-02-08,South,Marketplace
CUST01114,2024-01-29,South,Marketplace
CUST01115,2025-04-21,West,Marketplace
CUST01116,2024-11-13,North,Marketplace
CUST01117,2024-09-01,Central,Marketplace
CUST01118,2024-09-28,South,Online
CUST01119,2025-03-15,Central,Retail Store
CUST01120,2024-08-26,South,Online
CUST01121,2025-01-11,Central,Marketplace
CUST01122,2024-09-22,East,Online
CUST01123,2024-12-24,South,Marketplace
CUST01124,2024-12-05,Central,Online
CUST01125,2025-01-23,North,Online
CUST01126,2024-01-03,East,Online
CUST01127,2025-03-04,East,Online
CUST01128,2024-05-21,North,Marketplace
CUST01129,2025-01-10,Central,Marketplace
CUST01130,2024-11-19,West,Retail Store
CUST01131,2024-05-25,North,Online
CUST01132,2024-10-19,Central,Online
CUST01133,2025-03-07,North,Online
CUST01134,2025-02-02,North,Online
CUST01135,2024-12-09,South,Marketplace
CUST01136,2024-05-19,Central,Online
CUST01137,2024-07-05,West,Online
CUST01138,2024-03-01,South,Online
CUST01139,2025-01-14,North,Online
CUST01140,2025-03-15,North,Retail Store
CUST01141,2024-11-14,North,Retail Store
CUST01142,2024-10-28,Central,Online
CUST01143,2024-12-09,Central,Online
CUST01144,2024-01-11,South,Online
CUST01145,2024-03-02,West,Online
CUST01146,2024-08-13,South,Online
CUST01147,2024-06-01,East,Mobile App
CUST01148,2024-11-05,North,Retail Store
CUST01149,2024-08-30,North,Retail Store
CUST01150,2025-05-07,North,Online
CUST01151,2024-12-31,South,Online
CUST01152,2024-11-25,South,Retail Store
CUST01153,2024-04-16,North,Marketplace
CUST01154,2024-08-13,South,Marketplace
CUST01155,2024-08-05,Central,Online
CUST01156,2025-05-20,Central,Retail Store
CUST01157,2024-09-15,South,Online
CUST01158,2025-05-31,North,Marketplace
CUST01159,2024-02-23,South,Retail Store
CUST01160,2024-02-16,South,Retail Store
CUST01161,2025-06-04,South,Online
CUST01162,2024-04-08,East,Retail Store
CUST01163,2024-01-20,Central,Online
CUST01164,2025-05-04,West,Online
CUST01165,2025-02-22,West,Online
CUST01166,2024-03-02,East,Marketplace
CUST01167,2024-05-24,South,Online
CUST01168,2024-08-03,East,Online
CUST01169,2024-01-03,East,Marketplace
CUST01170,2024-06-08,North,Online
CUST01171,2024-04-29,Central,Retail Store
CUST01172,2024-03-29,West,Online
CUST01173,2024-11-24,South,Online
CUST01174,2024-12-22,West,Marketplace
CUST01175,2024-09-23,West,Online
CUST01176,2024-11-18,Central,Retail Store
CUST01177,2025-06-24,West,Retail Store
CUST01178,2024-07-13,West,Retail Store
CUST01179,2024-11-27,East,Marketplace
CUST01180,2024-06-18,Central,Online
CUST01181,2025-06-04,North,Online
CUST01182,2025-04-07,South,Marketplace
CUST01183,2024-02-09,West,Retail Store
CUST01184,2025-06-20,South,Marketplace
CUST01185,2024-09-17,North,Marketplace
CUST01186,2025-01-29,South,Marketplace
CUST01187,2024-08-13,North,Retail Store
CUST01188,2024-05-03,East,Online
CUST01189,2024-02-07,West,Marketplace
CUST01190,2024-11-23,North,Retail Store
CUST01191,2024-09-07,South,Online
CUST01192,2024-06-24,West,Marketplace
CUST01193,2025-03-29,East,Marketplace
CUST01194,2024-02-06,West,Retail Store
CUST01195,2024-11-11,North,Online
CUST01196,2024-04-23,East,Online
CUST01197,2024-02-09,South,Marketplace
CUST01198,2024-10-27,East,Mobile App
CUST01199,2024-08-11,East,Online
CUST01200,2024-11-13,Central,Online
