customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
CUST00494,158,6,67018.0,3,2,4,9,Loyal
CUST00495,119,2,10334.93,3,1,1,5,Dormant
CUST00496,77,6,58454.45,4,2,3,9,Loyal
CUST00497,229,5,17934.29,2,2,1,5,Dormant
CUST00498,122,8,70250.74,3,3,4,10,Champions
CUST00499,597,2,21771.440000000002,1,1,1,3,Dormant
CUST00500,145,7,38968.34,3,3,2,8,Loyal
CUST00501,238,10,72861.25,2,4,4,10,Champions
CUST00502,42,4,43383.17,4,1,2,7,At Risk
CUST00503,329,4,16732.58,2,1,1,4,Dormant
CUST00504,207,4,38110.22,2,1,2,5,Dormant
CUST00505,18,8,75135.37,4,3,4,11,Champions
CUST00506,148,3,19675.64,3,1,1,5,Dormant
CUST00507,201,3,15030.150000000001,3,1,1,5,Dormant
CUST00508,96,7,14521.369999999999,3,3,1,7,At Risk
CUST00509,425,7,48809.25,1,3,3,7,At Risk
CUST00510,101,3,23159.510000000002,3,1,1,5,Dormant
CUST00511,227,5,55830.33,2,2,3,7,At Risk
CUST00512,106,6,44063.81,3,2,3,8,Loyal
CUST00513,206,3,18821.690000000002,2,1,1,4,Dormant
CUST00514,550,8,28655.58,1,3,1,5,Dormant
CUST00515,470,7,64061.240000000005,1,3,4,8,Loyal
CUST00516,227,4,29930.75,2,1,1,4,Dormant
CUST00517,224,6,42344.44,2,2,2,6,At Risk
CUST00518,194,5,42055.229999999996,3,2,2,7,At Risk
CUST00519,24,5,27824.42,4,2,1,7,At Risk
CUST00520,19,5,28836.84,4,2,1,7,At Risk
CUST00521,472,6,37123.11,1,2,2,5,Dormant
CUST00522,47,6,43806.66,4,2,2,8,Loyal
CUST00523,338,5,36612.03,1,2,2,5,Dormant
CUST00524,471,4,29897.63,1,1,1,3,Dormant
CUST00525,15,7,29251.19,4,3,1,8,Loyal
CUST00526,44,4,2186.1800000000003,4,1,1,6,At Risk
CUST00527,350,9,72167.02,1,4,4,9,Loyal
CUST00528,248,4,29607.090000000004,2,1,1,4,Dormant
CUST00529,7,8,62925.32,4,3,3,10,Champions
CUST00530,226,3,14116.43,2,1,1,4,Dormant
CUST00531,374,5,29028.74,1,2,1,4,Dormant
CUST00532,286,6,42847.939999999995,2,2,2,6,At Risk
CUST00533,244,11,81325.71,2,4,4,10,Champions
CUST00534,518,11,96168.64,1,4,4,9,Loyal
CUST00535,186,9,67996.23,3,4,4,11,Champions
CUST00536,235,8,66821.78,2,3,4,9,Loyal
CUST00537,303,11,75298.5,2,4,4,10,Champions
CUST00538,82,3,22341.86,4,1,1,6,At Risk
CUST00539,38,11,73924.73999999999,4,4,4,12,Champions
CUST00540,304,4,29587.75,2,1,1,4,Dormant
CUST00541,488,3,14025.97,1,1,1,3,Dormant
CUST00542,177,4,21857.82,3,1,1,5,Dormant
CUST00543,475,7,29666.41,1,3,1,5,Dormant
CUST00544,250,14,139072.09,2,4,4,10,Champions
CUST00545,204,4,39014.22,2,1,2,5,Dormant
CUST00546,546,5,30885.68,1,2,2,5,Dormant
CUST00547,455,8,58545.52,1,3,3,7,At Risk
CUST00548,39,6,44974.200000000004,4,2,3,9,Loyal
CUST00549,124,6,40436.979999999996,3,2,2,7,At Risk
CUST00550,94,10,75404.99,4,4,4,12,Champions
CUST00551,109,3,39196.409999999996,3,1,2,6,At Risk
CUST00552,127,10,65519.630000000005,3,4,4,11,Champions
CUST00553,58,9,86382.45000000001,4,4,4,12,Champions
CUST00554,403,8,37337.73,1,3,2,6,At Risk
CUST00555,83,6,27761.590000000004,4,2,1,7,At Risk
CUST00556,327,5,43181.270000000004,2,2,2,6,At Risk
CUST00557,527,2,8835.54,1,1,1,3,Dormant
CUST00558,295,5,36663.7,2,2,2,6,At Risk
CUST00559,338,11,100503.39,1,4,4,9,Loyal
CUST00560,84,6,31731.010000000002,4,2,2,8,Loyal
CUST00561,277,9,37273.82,2,4,2,8,Loyal
CUST00562,481,4,16369.3,1,1,1,3,Dormant
CUST00563,264,1,5552.46,2,1,1,4,Dormant
CUST00564,79,6,37609.48,4,2,2,8,Loyal
CUST00565,89,10,50364.19,4,4,3,11,Champions
CUST00566,133,9,84640.2,3,4,4,11,Champions
CUST00567,245,5,55842.59,2,2,3,7,At Risk
CUST00568,420,8,63347.69,1,3,3,7,At Risk
CUST00569,369,7,29136.39,1,3,1,5,Dormant
CUST00570,335,13,105010.59,2,4,4,10,Champions
CUST00571,366,5,40034.68,1,2,2,5,Dormant
CUST00572,64,7,40866.229999999996,4,3,2,9,Loyal
CUST00573,206,11,81260.81,2,4,4,10,Champions
CUST00574,296,3,37452.75,2,1,2,5,Dormant
CUST00575,154,9,81276.42,3,4,4,11,Champions
CUST00576,548,4,15457.09,1,1,1,3,Dormant
CUST00577,255,7,48738.56,2,3,3,8,Loyal
CUST00578,25,10,71963.67,4,4,4,12,Champions
CUST00579,92,6,30450.41,4,2,1,7,At Risk
CUST00580,39,6,51418.9,4,2,3,9,Loyal
CUST00581,165,4,42394.44,3,1,2,6,At Risk
CUST00582,290,4,22535.989999999998,2,1,1,4,Dormant
CUST00583,323,4,47902.71,2,1,3,6,At Risk
CUST00584,50,6,45104.130000000005,4,2,3,9,Loyal
CUST00585,392,8,68601.6,1,3,4,8,Loyal
CUST00586,173,4,35142.33,3,1,2,6,At Risk
CUST00587,253,5,49651.189999999995,2,2,3,7,At Risk
CUST00588,193,8,61868.28,3,3,3,9,Loyal
CUST00589,298,3,17781.9,2,1,1,4,Dormant
CUST00590,75,7,37256.17,4,3,2,9,Loyal
CUST00591,96,4,28554.120000000003,3,1,1,5,Dormant
CUST00592,113,10,67915.83,3,4,4,11,Champions
CUST00593,266,8,46800.92,2,3,3,8,Loyal
CUST00594,395,6,61579.59,1,2,3,6,At Risk
CUST00595,51,2,8577.57,4,1,1,6,At Risk
CUST00596,231,4,22320.16,2,1,1,4,Dormant
CUST00597,15,9,85024.91,4,4,4,12,Champions
CUST00598,368,6,34166.34,1,2,2,5,Dormant
CUST00599,446,7,50150.42,1,3,3,7,At Risk
CUST00600,169,8,60516.439999999995,3,3,3,9,Loyal
CUST00601,347,10,66601.68,1,4,4,9,Loyal
CUST00602,65,8,42679.97,4,3,2,9,Loyal
CUST00603,208,6,31319.25,2,2,2,6,At Risk
CUST00604,327,4,36485.18,2,1,2,5,Dormant
CUST00605,80,9,87569.35,4,4,4,12,Champions
CUST00606,212,6,23059.8,2,2,1,5,Dormant
CUST00607,120,4,25337.129999999997,3,1,1,5,Dormant
CUST00608,376,8,65248.64,1,3,4,8,Loyal
CUST00609,149,9,61721.97,3,4,3,10,Champions
CUST00610,397,5,32700.670000000002,1,2,2,5,Dormant
CUST00611,331,6,54555.880000000005,2,2,3,7,At Risk
CUST00612,372,5,37841.479999999996,1,2,2,5,Dormant
CUST00613,293,8,48749.05,2,3,3,8,Loyal
CUST00614,462,10,93587.87,1,4,4,9,Loyal
CUST00615,196,7,47815.79,3,3,3,9,Loyal
CUST00616,72,13,64868.09,4,4,4,12,Champions
CUST00617,47,8,37220.95,4,3,2,9,Loyal
CUST00618,182,9,65117.08,3,4,4,11,Champions
CUST00619,130,8,42428.61,3,3,2,8,Loyal
CUST00620,377,7,51770.67,1,3,3,7,At Risk
CUST00621,379,6,41388.270000000004,1,2,2,5,Dormant
CUST00622,60,6,37833.020000000004,4,2,2,8,Loyal
CUST00623,445,3,24224.63,1,1,1,3,Dormant
CUST00624,242,7,48688.770000000004,2,3,3,8,Loyal
CUST00625,211,6,44264.22,2,2,3,7,At Risk
CUST00626,404,7,59303.29,1,3,3,7,At Risk
CUST00627,184,2,11186.400000000001,3,1,1,5,Dormant
CUST00628,50,8,48402.0,4,3,3,10,Champions
CUST00629,33,7,47575.49,4,3,3,10,Champions
CUST00630,99,3,7186.02,3,1,1,5,Dormant
CUST00631,141,8,46922.63,3,3,3,9,Loyal
CUST00632,75,6,88697.35,4,2,4,10,Champions
CUST00633,137,6,39146.74,3,2,2,7,At Risk
CUST00634,367,7,27287.46,1,3,1,5,Dormant
CUST00635,12,9,81306.28,4,4,4,12,Champions
CUST00636,330,3,18475.75,2,1,1,4,Dormant
CUST00637,367,10,85243.07,1,4,4,9,Loyal
CUST00638,165,10,97398.39,3,4,4,11,Champions
CUST00639,479,7,39584.14,1,3,2,6,At Risk
CUST00640,207,9,80203.51,2,4,4,10,Champions
CUST00641,214,8,67067.86,2,3,4,9,Loyal
CUST00642,201,10,62450.76,3,4,3,10,Champions
CUST00643,164,3,22240.86,3,1,1,5,Dormant
CUST00644,181,8,105977.67,3,3,4,10,Champions
CUST00645,37,9,85193.25,4,4,4,12,Champions
CUST00646,527,5,30465.170000000002,1,2,1,4,Dormant
CUST00647,24,5,27498.760000000002,4,2,1,7,At Risk
CUST00648,357,7,51620.869999999995,1,3,3,7,At Risk
CUST00649,426,2,17014.23,1,1,1,3,Dormant
CUST00650,581,6,54050.89,1,2,3,6,At Risk
CUST00651,281,3,30082.76,2,1,1,4,Dormant
CUST00652,4,5,63460.979999999996,4,2,4,10,Champions
CUST00653,448,10,91743.78,1,4,4,9,Loyal
CUST00654,33,7,59438.26,4,3,3,10,Champions
CUST00655,61,5,28101.949999999997,4,2,1,7,At Risk
CUST00656,501,7,30838.2,1,3,2,6,At Risk
CUST00657,474,9,70753.04,1,4,4,9,Loyal
CUST00658,323,8,43978.630000000005,2,3,2,7,At Risk
CUST00659,272,1,13075.7,2,1,1,4,Dormant
CUST00660,20,9,46285.3,4,4,3,11,Champions
CUST00661,103,3,20455.300000000003,3,1,1,5,Dormant
CUST00662,306,6,38901.810000000005,2,2,2,6,At Risk
CUST00663,569,4,44189.450000000004,1,1,3,5,Dormant
CUST00664,530,6,35553.18,1,2,2,5,Dormant
CUST00665,202,2,18812.29,3,1,1,5,Dormant
CUST00666,77,9,53039.89,4,4,3,11,Champions
CUST00667,197,7,40576.700000000004,3,3,2,8,Loyal
CUST00668,21,4,28571.63,4,1,1,6,At Risk
CUST00669,507,7,28036.1,1,3,1,5,Dormant
CUST00670,275,8,30431.69,2,3,1,6,At Risk
CUST00671,136,7,38098.42,3,3,2,8,Loyal
CUST00672,583,6,27535.0,1,2,1,4,Dormant
CUST00673,667,1,4490.07,1,1,1,3,Dormant
CUST00674,277,9,44861.72,2,4,3,9,Loyal
CUST00675,416,3,13794.59,1,1,1,3,Dormant
CUST00676,352,4,25621.219999999998,1,1,1,3,Dormant
CUST00677,97,8,52832.11,3,3,3,9,Loyal
CUST00678,191,10,45466.15,3,4,3,10,Champions
CUST00679,60,8,57561.62,4,3,3,10,Champions
CUST00680,275,8,47893.42,2,3,3,8,Loyal
CUST00681,158,2,14975.140000000001,3,1,1,5,Dormant
CUST00682,359,4,19162.33,1,1,1,3,Dormant
CUST00683,507,7,37788.88,1,3,2,6,At Risk
CUST00684,16,6,36057.22,4,2,2,8,Loyal
CUST00685,473,6,54149.68,1,2,3,6,At Risk
CUST00686,73,11,105787.72,4,4,4,12,Champions
CUST00687,183,8,45218.26,3,3,3,9,Loyal
CUST00688,223,10,64086.47,2,4,4,10,Champions
CUST00689,398,13,109311.67,1,4,4,9,Loyal
CUST00690,242,5,15070.08,2,2,1,5,Dormant
CUST00691,452,8,68564.3,1,3,4,8,Loyal
CUST00692,210,2,6820.1900000000005,2,1,1,4,Dormant
CUST00693,649,5,61906.18,1,2,3,6,At Risk
CUST00694,292,2,8664.48,2,1,1,4,Dormant
CUST00695,104,9,29888.629999999997,3,4,1,8,Loyal
CUST00696,49,3,12336.66,4,1,1,6,At Risk
CUST00697,88,9,52590.59,4,4,3,11,Champions
CUST00698,210,6,39223.28,2,2,2,6,At Risk
CUST00699,159,6,49841.79,3,2,3,8,Loyal
CUST00700,123,13,104906.75,3,4,4,11,Champions
CUST00701,162,9,35160.25,3,4,2,9,Loyal
CUST00702,336,7,55214.45,2,3,3,8,Loyal
CUST00703,161,9,86142.25,3,4,4,11,Champions
CUST00704,207,4,33073.71,2,1,2,5,Dormant
CUST00705,5,3,19075.59,4,1,1,6,At Risk
CUST00706,64,3,20873.84,4,1,1,6,At Risk
CUST00707,41,7,41785.75,4,3,2,9,Loyal
CUST00708,153,8,68898.01,3,3,4,10,Champions
CUST00709,174,7,58706.56,3,3,3,9,Loyal
CUST00710,283,6,36217.5,2,2,2,6,At Risk
CUST00711,322,6,51308.46,2,2,3,7,At Risk
CUST00712,123,4,26664.379999999997,3,1,1,5,Dormant
CUST00713,348,5,52704.89,1,2,3,6,At Risk
CUST00714,260,8,99938.53,2,3,4,9,Loyal
CUST00715,125,10,43365.78999999999,3,4,2,9,Loyal
CUST00716,498,6,76140.79,1,2,4,7,At Risk
CUST00717,181,11,94646.3,3,4,4,11,Champions
CUST00718,5,7,74606.91,4,3,4,11,Champions
CUST00719,403,5,28846.559999999998,1,2,1,4,Dormant
CUST00720,457,9,65296.54,1,4,4,9,Loyal
CUST00721,354,4,17482.96,1,1,1,3,Dormant
CUST00722,15,5,47195.61,4,2,3,9,Loyal
CUST00723,56,10,73031.95,4,4,4,12,Champions
CUST00724,251,8,111481.0,2,3,4,9,Loyal
CUST00725,208,4,17590.63,2,1,1,4,Dormant
CUST00726,223,5,22219.52,2,2,1,5,Dormant
CUST00727,92,7,60436.29,4,3,3,10,Champions
CUST00728,330,5,34013.03,2,2,2,6,At Risk
CUST00729,125,8,42511.43,3,3,2,8,Loyal
CUST00730,270,8,43103.840000000004,2,3,2,7,At Risk
CUST00731,49,8,58905.119999999995,4,3,3,10,Champions
CUST00732,284,5,46389.17,2,2,3,7,At Risk
CUST00733,116,5,57597.36,3,2,3,8,Loyal
CUST00734,20,7,45207.05,4,3,3,10,Champions
CUST00735,323,10,53811.350000000006,2,4,3,9,Loyal
CUST00736,422,5,38792.71,1,2,2,5,Dormant
CUST00737,489,3,30204.0,1,1,1,3,Dormant
CUST00738,480,4,40476.03,1,1,2,4,Dormant
CUST00739,139,8,75039.23,3,3,4,10,Champions
CUST00740,330,7,48370.65,2,3,3,8,Loyal
CUST00741,52,7,61516.86,4,3,3,10,Champions
CUST00742,47,4,33415.78,4,1,2,7,At Risk
CUST00743,498,9,52770.76,1,4,3,8,Loyal
CUST00744,314,4,25259.36,2,1,1,4,Dormant
CUST00745,421,5,26750.28,1,2,1,4,Dormant
CUST00746,531,9,53533.54,1,4,3,8,Loyal
CUST00747,481,6,69319.32,1,2,4,7,At Risk
CUST00748,178,8,34623.18,3,3,2,8,Loyal
CUST00749,327,4,31086.33,2,1,2,5,Dormant
CUST00750,139,3,4129.11,3,1,1,5,Dormant
CUST00751,72,6,65519.53,4,2,4,10,Champions
CUST00752,291,11,65793.84999999999,2,4,4,10,Champions
CUST00753,51,9,71617.5,4,4,4,12,Champions
CUST00754,229,10,84375.24,2,4,4,10,Champions
CUST00755,16,4,67309.55,4,1,4,9,Loyal
CUST00756,79,9,70339.77,4,4,4,12,Champions
CUST00757,14,9,37952.33,4,4,2,10,Champions
CUST00758,379,8,36651.35,1,3,2,6,At Risk
CUST00759,57,13,99998.84,4,4,4,12,Champions
CUST00760,68,6,34787.35,4,2,2,8,Loyal
CUST00761,20,3,20666.420000000002,4,1,1,6,At Risk
CUST00762,218,3,30244.129999999997,2,1,1,4,Dormant
CUST00763,149,9,71380.93,3,4,4,11,Champions
CUST00764,84,6,39617.3,4,2,2,8,Loyal
CUST00765,113,9,57225.380000000005,3,4,3,10,Champions
CUST00766,270,4,16871.32,2,1,1,4,Dormant
CUST00767,163,13,71954.97,3,4,4,11,Champions
CUST00768,470,6,65127.7,1,2,4,7,At Risk
CUST00769,202,9,58110.979999999996,3,4,3,10,Champions
CUST00770,367,12,51858.58,1,4,3,8,Loyal
CUST00771,20,9,63747.86,4,4,4,12,Champions
CUST00772,362,6,38955.329999999994,1,2,2,5,Dormant
CUST00773,544,7,42948.06,1,3,2,6,At Risk
CUST00774,553,6,42384.52,1,2,2,5,Dormant
CUST00775,31,6,37915.7,4,2,2,8,Loyal
CUST00776,356,3,32863.979999999996,1,1,2,4,Dormant
CUST00777,14,9,81001.93,4,4,4,12,Champions
CUST00778,38,9,72817.48,4,4,4,12,Champions
CUST00779,99,7,67484.07,3,3,4,10,Champions
CUST00780,186,5,21295.89,3,2,1,6,At Risk
CUST00781,464,3,3053.34,1,1,1,3,Dormant
CUST00782,226,9,59249.020000000004,2,4,3,9,Loyal
CUST00783,331,5,42735.76,2,2,2,6,At Risk
CUST00784,80,6,35617.21,4,2,2,8,Loyal
CUST00785,78,8,46764.86,4,3,3,10,Champions
CUST00786,91,7,60068.259999999995,4,3,3,10,Champions
CUST00787,130,8,42251.62,3,3,2,8,Loyal
CUST00788,141,6,32899.24,3,2,2,7,At Risk
CUST00789,317,11,95417.36,2,4,4,10,Champions
CUST00790,112,6,68488.81,3,2,4,9,Loyal
CUST00791,65,4,43716.39,4,1,2,7,At Risk
CUST00792,454,3,22485.54,1,1,1,3,Dormant
CUST00793,190,8,57124.939999999995,3,3,3,9,Loyal
CUST00794,72,5,37975.07,4,2,2,8,Loyal
CUST00795,207,5,24225.64,2,2,1,5,Dormant
CUST00796,133,10,79366.25,3,4,4,11,Champions
CUST00797,321,5,60371.719999999994,2,2,3,7,At Risk
CUST00798,105,8,34719.65,3,3,2,8,Loyal
CUST00799,117,10,34975.35,3,4,2,9,Loyal
CUST00800,123,9,77190.61,3,4,4,11,Champions
CUST00801,252,10,44350.590000000004,2,4,3,9,Loyal
CUST00802,303,5,46653.99,2,2,3,7,At Risk
CUST00803,88,5,41547.32,4,2,2,8,Loyal
CUST00804,31,6,36695.58,4,2,2,8,Loyal
CUST00805,65,7,61740.590000000004,4,3,3,10,Champions
CUST00806,455,5,39235.35,1,2,2,5,Dormant
CUST00807,418,3,25721.02,1,1,1,3,Dormant
CUST00808,469,4,26979.23,1,1,1,3,Dormant
CUST00809,192,5,25435.079999999998,3,2,1,6,At Risk
CUST00810,601,4,40584.34,1,1,2,4,Dormant
CUST00811,81,13,136282.79,4,4,4,12,Champions
CUST00812,213,7,69617.89,2,3,4,9,Loyal
CUST00813,235,7,61547.91,2,3,3,8,Loyal
CUST00814,379,12,85800.59999999999,1,4,4,9,Loyal
CUST00815,180,5,40150.01,3,2,2,7,At Risk
CUST00816,320,8,51946.26,2,3,3,8,Loyal
CUST00817,101,7,49900.67,3,3,3,9,Loyal
CUST00818,396,7,39221.3,1,3,2,6,At Risk
CUST00819,202,5,42778.33,3,2,2,7,At Risk
CUST00820,148,8,56386.799999999996,3,3,3,9,Loyal
CUST00821,423,6,62005.78,1,2,3,6,At Risk
CUST00822,646,6,26546.809999999998,1,2,1,4,Dormant
CUST00823,91,11,78539.51000000001,4,4,4,12,Champions
CUST00824,301,7,37961.78,2,3,2,7,At Risk
CUST00825,295,4,29316.21,2,1,1,4,Dormant
CUST00826,189,10,67558.78,3,4,4,11,Champions
CUST00827,61,7,65996.6,4,3,4,11,Champions
CUST00828,23,14,70477.67,4,4,4,12,Champions
CUST00829,256,7,81409.45,2,3,4,9,Loyal
CUST00830,402,7,46525.99,1,3,3,7,At Risk
CUST00831,314,13,109130.38,2,4,4,10,Champions
CUST00832,9,14,84702.8,4,4,4,12,Champions
CUST00833,109,5,71668.99,3,2,4,9,Loyal
CUST00834,58,5,26706.17,4,2,1,7,At Risk
CUST00835,291,10,87290.48,2,4,4,10,Champions
CUST00836,505,10,80432.59,1,4,4,9,Loyal
CUST00837,336,11,78810.42,2,4,4,10,Champions
CUST00838,437,1,11031.62,1,1,1,3,Dormant
CUST00839,102,7,60079.51,3,3,3,9,Loyal
CUST00840,280,10,64335.2,2,4,4,10,Champions
CUST00841,436,8,38599.29,1,3,2,6,At Risk
CUST00842,86,9,43216.11,4,4,2,10,Champions
CUST00843,282,7,37181.04,2,3,2,7,At Risk
CUST00844,82,9,27446.3,4,4,1,9,Loyal
CUST00845,210,7,36847.1,2,3,2,7,At Risk
CUST00846,53,9,47545.079999999994,4,4,3,11,Champions
CUST00847,91,9,65062.72,4,4,4,12,Champions
CUST00848,11,7,63802.479999999996,4,3,4,11,Champions
CUST00849,397,6,28807.89,1,2,1,4,Dormant
CUST00850,532,5,39087.159999999996,1,2,2,5,Dormant
CUST00851,27,9,93038.99,4,4,4,12,Champions
CUST00852,127,5,24192.39,3,2,1,6,At Risk
CUST00853,124,8,51744.92,3,3,3,9,Loyal
CUST00854,429,7,37288.93,1,3,2,6,At Risk
CUST00855,274,13,94803.73999999999,2,4,4,10,Champions
CUST00856,22,7,53097.240000000005,4,3,3,10,Champions
CUST00857,19,4,14187.64,4,1,1,6,At Risk
CUST00858,389,7,42930.020000000004,1,3,2,6,At Risk
CUST00859,177,8,93778.39,3,3,4,10,Champions
CUST00860,32,7,64704.53,4,3,4,11,Champions
CUST00861,533,4,42379.25,1,1,2,4,Dormant
CUST00862,145,5,28787.809999999998,3,2,1,6,At Risk
CUST00863,8,8,26454.77,4,3,1,8,Loyal
CUST00864,174,2,10394.17,3,1,1,5,Dormant
CUST00865,23,5,34015.22,4,2,2,8,Loyal
CUST00866,257,9,68115.6,2,4,4,10,Champions
CUST00867,26,4,25472.93,4,1,1,6,At Risk
CUST00868,82,8,74504.66,4,3,4,11,Champions
CUST00869,411,6,48976.97,1,2,3,6,At Risk
CUST00870,402,6,54724.79,1,2,3,6,At Risk
CUST00871,381,9,77383.66,1,4,4,9,Loyal
CUST00872,119,7,59360.36,3,3,3,9,Loyal
CUST00873,325,10,58392.85,2,4,3,9,Loyal
CUST00874,391,3,15775.43,1,1,1,3,Dormant
CUST00875,144,5,35679.04,3,2,2,7,At Risk
CUST00876,374,7,97007.79999999999,1,3,4,8,Loyal
CUST00877,409,4,37009.729999999996,1,1,2,4,Dormant
CUST00878,169,1,21216.55,3,1,1,5,Dormant
CUST00879,379,8,38619.64,1,3,2,6,At Risk
CUST00880,79,7,46425.25,4,3,3,10,Champions
CUST00881,260,4,38025.44,2,1,2,5,Dormant
CUST00882,285,6,36884.340000000004,2,2,2,6,At Risk
CUST00883,101,5,47155.39,3,2,3,8,Loyal
CUST00884,43,7,53236.369999999995,4,3,3,10,Champions
CUST00885,383,7,41782.94,1,3,2,6,At Risk
CUST00886,247,8,75511.9,2,3,4,9,Loyal
CUST00887,89,9,43360.270000000004,4,4,2,10,Champions
CUST00888,146,13,87491.34,3,4,4,11,Champions
CUST00889,265,11,86324.4,2,4,4,10,Champions
CUST00890,144,6,40385.42,3,2,2,7,At Risk
CUST00891,208,6,62558.27,2,2,3,7,At Risk
CUST00892,560,3,17464.55,1,1,1,3,Dormant
CUST00893,320,10,87589.91,2,4,4,10,Champions
CUST00894,117,10,47875.87,3,4,3,10,Champions
CUST00895,73,8,97307.05,4,3,4,11,Champions
CUST00896,1,8,77611.59,4,3,4,11,Champions
CUST00897,245,8,32313.16,2,3,2,7,At Risk
CUST00898,89,11,63638.92,4,4,4,12,Champions
CUST00899,138,3,30168.36,3,1,1,5,Dormant
CUST00900,423,9,63144.86,1,4,3,8,Loyal
CUST00901,149,8,91493.69,3,3,4,10,Champions
CUST00902,118,9,48806.59,3,4,3,10,Champions
CUST00903,221,11,89273.11,2,4,4,10,Champions
CUST00904,32,7,61057.590000000004,4,3,3,10,Champions
CUST00905,202,2,29049.12,3,1,1,5,Dormant
CUST00906,436,9,74517.33,1,4,4,9,Loyal
CUST00907,332,5,26580.19,2,2,1,5,Dormant
CUST00908,317,9,45454.68,2,4,3,9,Loyal
CUST00909,121,10,54818.31,3,4,3,10,Champions
CUST00910,470,7,54579.850000000006,1,3,3,7,At Risk
CUST00911,1,10,58010.869999999995,4,4,3,11,Champions
CUST00912,394,4,28308.100000000002,1,1,1,3,Dormant
CUST00913,194,7,53731.69,3,3,3,9,Loyal
CUST00914,463,4,41310.08,1,1,2,4,Dormant
CUST00915,134,7,47318.33,3,3,3,9,Loyal
CUST00916,59,7,27596.97,4,3,1,8,Loyal
CUST00917,337,7,52388.72,2,3,3,8,Loyal
CUST00918,99,6,68847.48,3,2,4,9,Loyal
CUST00919,48,7,73732.72,4,3,4,11,Champions
CUST00920,317,7,36419.770000000004,2,3,2,7,At Risk
CUST00921,67,9,44606.57,4,4,3,11,Champions
CUST00922,224,6,31991.1,2,2,2,6,At Risk
CUST00923,234,4,21075.52,2,1,1,4,Dormant
CUST00924,366,5,37208.66,1,2,2,5,Dormant
CUST00925,348,5,33849.34,1,2,2,5,Dormant
CUST00926,224,7,46844.6,2,3,3,8,Loyal
CUST00927,129,12,72942.77,3,4,4,11,Champions
CUST00928,12,6,30086.489999999998,4,2,1,7,At Risk
CUST00929,169,5,31607.34,3,2,2,7,At Risk
CUST00930,339,6,45691.37,1,2,3,6,At Risk
CUST00931,554,4,22294.27,1,1,1,3,Dormant
CUST00932,230,7,53083.69,2,3,3,8,Loyal
CUST00933,206,7,41315.71,2,3,2,7,At Risk
CUST00934,89,9,88361.87,4,4,4,12,Champions
CUST00935,36,7,42280.51,4,3,2,9,Loyal
CUST00936,94,1,659.0,4,1,1,6,At Risk
CUST00937,73,8,84755.03,4,3,4,11,Champions
CUST00938,6,5,28969.35,4,2,1,7,At Risk
CUST00939,113,9,33710.33,3,4,2,9,Loyal
CUST00940,126,4,16337.05,3,1,1,5,Dormant
CUST00941,379,6,41573.450000000004,1,2,2,5,Dormant
CUST00942,295,3,40686.5,2,1,2,5,Dormant
CUST00944,135,6,54813.14,3,2,3,8,Loyal
CUST00945,393,8,54697.74,1,3,3,7,At Risk
CUST00946,104,7,35346.95,3,3,2,8,Loyal
CUST00947,156,8,55846.36,3,3,3,9,Loyal
CUST00948,423,7,73209.12,1,3,4,8,Loyal
CUST00949,140,4,38626.86,3,1,2,6,At Risk
CUST00950,20,6,35056.09,4,2,2,8,Loyal
CUST00951,84,8,44064.08,4,3,3,10,Champions
CUST00952,98,6,65316.32000000001,3,2,4,9,Loyal
CUST00953,217,8,47322.32,2,3,3,8,Loyal
CUST00954,97,5,36228.01,3,2,2,7,At Risk
CUST00955,185,3,24543.82,3,1,1,5,Dormant
CUST00956,382,7,41302.45,1,3,2,6,At Risk
CUST00957,60,8,71227.45,4,3,4,11,Champions
CUST00958,206,9,36504.64,2,4,2,8,Loyal
CUST00959,222,11,79270.6,2,4,4,10,Champions
CUST00960,16,10,61893.41,4,4,3,11,Champions
CUST00961,25,10,85329.37000000001,4,4,4,12,Champions
CUST00962,148,14,78216.61,3,4,4,11,Champions
CUST00963,297,4,33817.43,2,1,2,5,Dormant
CUST00964,464,3,23692.239999999998,1,1,1,3,Dormant
CUST00965,542,3,13008.45,1,1,1,3,Dormant
CUST00966,514,6,34613.7,1,2,2,5,Dormant
CUST00967,321,5,46465.5,2,2,3,7,At Risk
CUST00968,481,2,12518.39,1,1,1,3,Dormant
CUST00969,109,5,38429.59,3,2,2,7,At Risk
CUST00970,136,3,3616.0,3,1,1,5,Dormant
CUST00971,285,9,79336.23,2,4,4,10,Champions
CUST00972,34,7,30693.4,4,3,2,9,Loyal
CUST00973,72,8,55279.310000000005,4,3,3,10,Champions
CUST00974,359,6,38724.950000000004,1,2,2,5,Dormant
CUST00975,48,7,24729.31,4,3,1,8,Loyal
CUST00976,77,10,63149.94,4,4,3,11,Champions
CUST00977,114,6,26296.92,3,2,1,6,At Risk
CUST00978,557,2,18792.899999999998,1,1,1,3,Dormant
CUST00979,7,5,31082.489999999998,4,2,2,8,Loyal
CUST00980,550,7,40812.11,1,3,2,6,At Risk
CUST00981,505,6,66572.41,1,2,4,7,At Risk
CUST00982,468,6,66266.16,1,2,4,7,At Risk
CUST00983,439,5,48868.020000000004,1,2,3,6,At Risk
CUST00984,462,6,34807.51,1,2,2,5,Dormant
CUST00985,567,5,38758.82,1,2,2,5,Dormant
CUST00986,176,9,57527.44,3,4,3,10,Champions
