order_id,customer_id,order_date,category,quantity,unit_price,discount_pct,discount_amt,gross_revenue,net_revenue,refunded,region,channel
102329,CUST00720,2024-01-05,Grocery,1,1276.73,0.0,0.0,1276.73,-1276.73,1,Central,Online
102330,CUST01151,2025-01-05,Sports,1,2049.05,0.15,307.36,2049.05,1741.69,0,South,Online
102331,CUST01114,2024-09-12,Sports,2,4002.26,0.0,0.0,8004.52,-8004.52,1,South,Marketplace
102332,CUST00525,2025-04-27,Home & Kitchen,3,851.91,0.0,0.0,2555.73,2555.73,0,West,Online
102333,CUST00240,2024-10-07,Sports,2,1984.96,0.1,396.99,3969.92,3572.93,0,East,Online
102334,CUST00463,2025-06-27,Beauty,4,0.0,0.1,0.0,0.0,0.0,0,South,Mobile App
102335,CUST00783,2024-09-15,Grocery,1,4161.25,0.05,208.06,4161.25,3953.19,0,Central,Online
102337,CUST00370,2024-06-26,Beauty,5,1907.33,0.0,0.0,9536.65,-9536.65,1,North,Mobile App
102338,CUST00438,2024-12-04,Apparel,2,2946.14,0.0,0.0,5892.28,5892.28,0,West,Online
102339,CUST01031,2025-01-26,Sports,5,4516.42,0.0,0.0,22582.1,22582.1,0,North,Online
102341,CUST01162,2024-07-29,Apparel,2,3350.35,0.0,0.0,6700.7,6700.7,0,East,Retail Store
102342,CUST00814,2024-09-04,Electronics,4,390.93,0.0,0.0,1563.72,1563.72,0,North,Retail Store
102343,CUST01087,2025-01-05,Home & Kitchen,4,2015.68,0.0,0.0,8062.72,8062.72,0,West,Marketplace
102344,CUST00227,2025-02-10,Home & Kitchen,1,1073.55,0.0,0.0,1073.55,1073.55,0,North,Online
102345,CUST00316,2024-08-02,Apparel,2,4294.63,0.0,0.0,8589.26,8589.26,0,South,Online
102346,CUST00503,2024-07-01,Home & Kitchen,3,1999.12,0.0,0.0,5997.36,5997.36,0,Central,Retail Store
102347,CUST00821,2024-03-25,Apparel,4,4191.07,0.05,838.21,16764.28,15926.07,0,South,Online
102348,CUST00543,2024-03-24,Apparel,1,474.76,0.0,0.0,474.76,474.76,0,South,Online
102349,CUST01088,2024-07-22,Electronics,3,2513.51,0.0,0.0,7540.53,7540.53,0,East,Marketplace
102350,CUST00866,2025-01-11,Apparel,5,2183.53,0.0,0.0,10917.65,10917.65,0,South,Marketplace
102351,CUST00714,2024-11-30,Electronics,1,2227.78,0.0,0.0,2227.78,2227.78,0,West,Retail Store
102352,CUST00567,2025-05-01,Apparel,4,4840.44,0.0,0.0,19361.76,19361.76,0,North,Marketplace
102353,CUST00215,2025-04-29,Beauty,1,3583.55,0.0,0.0,3583.55,3583.55,0,West,Online
102354,CUST00944,2025-08-19,Grocery,1,1408.55,0.0,0.0,1408.55,1408.55,0,Central,Online
102355,CUST00191,2024-08-24,Grocery,3,514.13,0.1,154.24,1542.39,1388.15,0,South,Online
102356,CUST00980,2024-06-30,Beauty,5,2712.83,0.25,3391.04,13564.15,10173.11,0,West,Marketplace
102357,CUST00981,2024-05-17,Electronics,5,4920.92,0.0,0.0,24604.6,24604.6,0,West,Retail Store
102358,CUST00975,2025-01-16,Apparel,1,1865.55,0.25,466.39,1865.55,1399.16,0,East,Online
102359,CUST00873,2024-10-30,Home & Kitchen,1,3564.09,0.0,0.0,3564.09,3564.09,0,North,Mobile App
102360,CUST01181,2025-09-04,Beauty,1,3528.36,0.0,0.0,3528.36,3528.36,0,North,Online
102361,CUST00103,2024-08-22,Grocery,5,975.93,0.25,1219.91,4879.65,3659.74,0,East,Retail Store
102362,CUST00214,2025-07-16,Beauty,2,1853.79,0.0,0.0,3707.58,3707.58,0,West,Mobile App
102363,CUST00647,2024-12-12,Electronics,2,681.63,0.0,0.0,1363.26,1363.26,0,Central,Retail Store
102364,CUST00743,2024-02-19,Sports,4,1446.66,0.0,0.0,5786.64,5786.64,0,West,Online
102365,CUST00274,2025-07-12,Home & Kitchen,2,2010.13,0.0,0.0,4020.26,4020.26,0,South,Retail Store
102366,CUST00447,2024-02-01,Sports,3,2444.96,0.0,0.0,7334.88,7334.88,0,North,Online
102367,CUST00270,2025-03-19,Electronics,4,0.0,0.0,0.0,0.0,0.0,0,Central,Online
102368,CUST00003,2025-01-09,Apparel,5,3857.18,0.0,0.0,19285.9,19285.9,0,South,Retail Store
102369,CUST00331,2025-06-26,Beauty,4,2373.19,0.05,474.64,9492.76,9018.12,0,West,Online
102370,CUST00588,2024-05-12,Sports,5,3770.63,0.0,0.0,18853.15,18853.15,0,West,Online
102371,CUST00691,2024-05-21,Sports,2,3990.86,0.0,0.0,7981.72,7981.72,0,South,Marketplace
102372,CUST00359,2024-02-28,Apparel,1,4052.61,0.0,0.0,4052.61,4052.61,0,North,Online
102373,CUST00752,2024-06-18,Home & Kitchen,3,3263.76,0.1,979.13,9791.28,8812.15,0,West,Mobile App
102374,CUST00490,2024-06-16,Electronics,2,2908.02,0.0,0.0,5816.04,5816.04,0,Central,Online
102375,CUST01072,2025-08-28,Beauty,2,488.95,0.0,0.0,977.9,977.9,0,East,Online
102376,CUST00921,2025-03-09,Electronics,3,1828.49,0.0,0.0,5485.47,5485.47,0,South,Online
102377,CUST00717,2025-07-04,Sports,1,1025.79,0.0,0.0,1025.79,1025.79,0,Central,Online
102378,CUST00424,2025-01-18,Sports,4,603.95,0.0,0.0,2415.8,2415.8,0,Central,Retail Store
102379,CUST00862,2025-02-13,Grocery,2,541.26,0.0,0.0,1082.52,1082.52,0,North,Marketplace
102381,CUST00914,2024-04-21,Sports,4,4806.37,0.0,0.0,19225.48,19225.48,0,East,Retail Store
102382,CUST00695,2025-04-09,Grocery,1,214.83,0.05,10.74,214.83,204.09,0,Central,Online
102383,CUST00614,2024-07-20,Electronics,1,2948.5,0.0,0.0,2948.5,2948.5,0,East,Marketplace
102385,CUST00413,2025-02-21,Home & Kitchen,3,3378.13,0.0,0.0,10134.39,10134.39,0,North,Mobile App
102386,CUST01125,2025-02-24,Electronics,1,4474.75,0.1,447.48,4474.75,4027.27,0,North,Online
102387,CUST00568,2024-05-30,Apparel,5,318.59,0.1,159.3,1592.95,-1433.65,1,North,Online
102388,CUST00238,2024-04-06,Beauty,4,4686.18,0.0,0.0,18744.72,18744.72,0,South,Retail Store
102389,CUST00416,2024-11-19,Apparel,2,3932.63,0.0,0.0,7865.26,7865.26,0,Central,Marketplace
102390,CUST00281,2025-01-28,Home & Kitchen,3,3583.44,0.05,537.52,10750.32,10212.8,0,West,Marketplace
102391,CUST00847,2025-01-30,Grocery,5,1087.18,0.25,1358.98,5435.9,4076.92,0,Central,Retail Store
102392,CUST00934,2024-10-19,Sports,5,295.36,0.0,0.0,1476.8,1476.8,0,East,Online
102393,CUST00453,2025-04-01,Electronics,4,569.86,0.0,0.0,2279.44,2279.44,0,South,Retail Store
102394,CUST01159,2024-07-13,Home & Kitchen,2,2027.85,0.05,202.78,4055.7,3852.92,0,South,Retail Store
102395,CUST01186,2025-04-29,Apparel,4,913.37,0.0,0.0,3653.48,3653.48,0,South,Marketplace
102396,CUST00458,2025-07-25,Electronics,2,213.34,0.25,106.67,426.68,320.01,0,South,Online
102397,CUST00103,2024-08-15,Sports,4,1729.16,0.05,345.83,6916.64,6570.81,0,East,Retail Store
102399,CUST00701,2025-01-12,Apparel,3,2037.04,0.0,0.0,6111.12,6111.12,0,East,Mobile App
102400,CUST01106,2025-02-13,Sports,3,1471.89,0.05,220.78,4415.67,4194.89,0,South,Mobile App
102401,CUST01009,2024-06-15,Sports,4,4415.46,0.0,0.0,17661.84,17661.84,0,East,Online
102402,CUST00967,2024-06-22,Sports,1,4710.4,0.0,0.0,4710.4,4710.4,0,North,Online
102403,CUST00984,2024-09-26,Beauty,2,4377.0,0.0,0.0,8754.0,8754.0,0,South,Retail Store
102404,CUST00353,2024-04-21,Grocery,5,4476.63,0.0,0.0,22383.15,22383.15,0,North,Marketplace
102405,CUST01080,2025-10-31,Apparel,1,3296.96,0.0,0.0,3296.96,3296.96,0,North,Marketplace
102406,CUST00916,2025-06-14,Electronics,2,2479.42,0.0,0.0,4958.84,4958.84,0,North,Mobile App
102407,CUST00470,2025-03-27,Sports,3,2429.66,0.0,0.0,7288.98,7288.98,0,West,Marketplace
102408,CUST00385,2024-06-06,Apparel,3,0.0,0.0,0.0,0.0,0.0,0,North,Marketplace
102409,CUST00901,2025-08-05,Sports,3,4273.82,0.1,1282.15,12821.46,11539.31,0,East,Marketplace
102410,CUST00112,2025-05-01,Grocery,1,1379.16,0.0,0.0,1379.16,1379.16,0,East,Online
102411,CUST00446,2025-08-20,Sports,3,864.93,0.05,129.74,2594.79,2465.05,0,North,Marketplace
102412,CUST00834,2025-02-17,Apparel,5,1365.14,0.0,0.0,6825.7,-6825.7,1,West,Online
102413,CUST00938,2024-06-24,Electronics,4,2768.55,0.0,0.0,11074.2,11074.2,0,North,Marketplace
102414,CUST00490,2024-08-24,Beauty,3,2448.25,0.0,0.0,7344.75,7344.75,0,Central,Online
102415,CUST00836,2024-08-14,Electronics,5,3624.66,0.0,0.0,18123.3,18123.3,0,Central,Marketplace
102416,CUST00492,2024-11-03,Beauty,3,239.19,0.0,0.0,717.57,717.57,0,Central,Retail Store
102417,CUST00351,2024-08-11,Sports,1,1816.66,0.15,272.5,1816.66,1544.16,0,South,Retail Store
102418,CUST01062,2024-07-17,Grocery,2,3618.42,0.0,0.0,7236.84,7236.84,0,Central,Marketplace
102419,CUST00735,2024-10-13,Apparel,1,0.0,0.25,0.0,0.0,0.0,0,South,Marketplace
102420,CUST01158,2025-06-27,Beauty,5,4393.76,0.0,0.0,21968.8,21968.8,0,North,Marketplace
102421,CUST00521,2024-07-01,Electronics,1,945.73,0.05,47.29,945.73,898.44,0,South,Online
102422,CUST00447,2024-06-10,Beauty,2,934.64,0.0,0.0,1869.28,1869.28,0,North,Online
102423,CUST00866,2025-02-05,Apparel,2,3173.12,0.0,0.0,6346.24,-6346.24,1,South,Marketplace
102424,CUST00033,2025-10-10,Beauty,4,0.0,0.0,0.0,0.0,0.0,0,East,Online
102425,CUST01002,2025-08-17,Grocery,5,1508.89,0.0,0.0,7544.45,7544.45,0,South,Online
102426,CUST01197,2024-03-27,Apparel,3,1974.93,0.0,0.0,5924.79,5924.79,0,South,Marketplace
102427,CUST00852,2025-07-06,Sports,2,2238.44,0.0,0.0,4476.88,4476.88,0,East,Online
102428,CUST00427,2024-02-11,Sports,1,4802.64,0.0,0.0,4802.64,4802.64,0,South,Retail Store
102429,CUST00887,2024-11-29,Electronics,1,1018.6,0.0,0.0,1018.6,-1018.6,1,South,Online
102430,CUST00079,2025-04-28,Electronics,1,3581.19,0.15,537.18,3581.19,3044.01,0,West,Online
102431,CUST00385,2024-04-11,Beauty,5,3292.23,0.0,0.0,16461.15,16461.15,0,North,Marketplace
102432,CUST01072,2025-07-29,Home & Kitchen,5,2941.0,0.15,2205.75,14705.0,12499.25,0,East,Online
102433,CUST01019,2024-07-29,Electronics,5,940.03,0.15,705.02,4700.15,3995.13,0,North,Retail Store
102434,CUST00911,2025-05-16,Beauty,1,775.76,0.0,0.0,775.76,775.76,0,Central,Marketplace
102435,CUST00352,2025-08-28,Sports,3,0.0,0.0,0.0,0.0,0.0,0,Central,Marketplace
102436,CUST00418,2024-09-18,Home & Kitchen,2,1365.19,0.0,0.0,2730.38,2730.38,0,Central,Marketplace
102437,CUST00548,2025-06-24,Grocery,1,2369.63,0.0,0.0,2369.63,2369.63,0,South,Mobile App
102438,CUST00257,2024-07-01,Apparel,5,2405.68,0.0,0.0,12028.4,12028.4,0,West,Online
102439,CUST00356,2025-04-10,Beauty,3,3106.97,0.15,1398.14,9320.91,7922.77,0,Central,Online
102440,CUST00057,2024-06-28,Beauty,5,1476.12,0.05,369.03,7380.6,7011.57,0,Central,Online
102441,CUST01165,2025-04-24,Grocery,5,492.12,0.0,0.0,2460.6,2460.6,0,West,Online
102442,CUST00179,2025-05-16,Apparel,3,1491.33,0.0,0.0,4473.99,4473.99,0,South,Retail Store
102443,CUST00120,2024-09-03,Home & Kitchen,5,420.29,0.0,0.0,2101.45,2101.45,0,South,Marketplace
102444,CUST00792,2024-01-23,Sports,4,4781.39,0.0,0.0,19125.56,19125.56,0,West,Online
102445,CUST00400,2025-03-29,Apparel,4,4416.24,0.0,0.0,17664.96,17664.96,0,North,Online
102446,CUST00782,2024-09-06,Electronics,3,3018.11,0.15,1358.15,9054.33,7696.18,0,South,Marketplace
102447,CUST01036,2024-03-20,Grocery,1,3723.45,0.1,372.34,3723.45,3351.11,0,East,Marketplace
102448,CUST00266,2025-01-01,Apparel,1,3028.01,0.0,0.0,3028.01,3028.01,0,East,Mobile App
102449,CUST00283,2025-05-12,Electronics,1,2409.78,0.0,0.0,2409.78,2409.78,0,Central,Online
102450,CUST00210,2024-05-13,Sports,2,2159.01,0.0,0.0,4318.02,4318.02,0,West,Marketplace
102451,CUST00747,2024-07-10,Electronics,5,2362.16,0.0,0.0,11810.8,11810.8,0,West,Online
102452,CUST00717,2024-12-29,Beauty,1,3381.83,0.0,0.0,3381.83,3381.83,0,Central,Online
102453,CUST00577,2024-11-02,Apparel,1,0.0,0.0,0.0,0.0,0.0,0,North,Marketplace
102454,CUST00870,2024-11-25,Sports,4,3490.23,0.05,698.05,13960.92,13262.87,0,West,Online
102455,CUST00028,2025-07-27,Sports,3,4638.29,0.4,5565.95,13914.87,8348.92,0,South,Online
102456,CUST00906,2024-05-29,Apparel,4,2627.61,0.25,2627.61,10510.44,7882.83,0,North,Online
102457,CUST00193,2024-01-19,Sports,4,4918.02,0.0,0.0,19672.08,19672.08,0,South,Online
102458,CUST00863,2024-11-13,Sports,1,2466.5,0.0,0.0,2466.5,2466.5,0,North,Retail Store
102459,CUST00306,2025-03-23,Home & Kitchen,5,4498.75,0.1,2249.38,22493.75,20244.37,0,West,Online
102460,CUST00348,2024-11-19,Grocery,1,1217.2,0.0,0.0,1217.2,1217.2,0,North,Retail Store
102461,CUST00519,2024-10-08,Electronics,5,1442.04,0.0,0.0,7210.2,7210.2,0,West,Online
102462,CUST00986,2025-03-02,Beauty,2,816.82,0.15,245.05,1633.64,1388.59,0,Central,Mobile App
102463,CUST00140,2024-11-10,Home & Kitchen,5,2704.05,0.25,3380.06,13520.25,10140.19,0,Central,Marketplace
102464,CUST01054,2025-04-20,Apparel,3,4412.04,0.0,0.0,13236.12,13236.12,0,Central,Online
102465,CUST00091,2024-03-27,Apparel,5,1476.44,0.0,0.0,7382.2,-7382.2,1,Central,Online
102466,CUST01131,2024-11-13,Sports,2,2340.03,0.0,0.0,4680.06,4680.06,0,North,Online
102467,CUST00117,2024-05-07,Electronics,4,3524.74,0.0,0.0,14098.96,14098.96,0,East,Marketplace
102468,CUST00240,2025-01-10,Apparel,5,4081.04,0.0,0.0,20405.2,-20405.2,1,East,Online
102469,CUST00522,2025-09-27,Electronics,5,2833.12,0.15,2124.84,14165.6,-12040.76,1,East,Online
102470,CUST00898,2024-06-03,Electronics,1,3214.49,0.0,0.0,3214.49,3214.49,0,West,Marketplace
102471,CUST00054,2025-08-03,Apparel,4,1729.9,0.0,0.0,6919.6,6919.6,0,South,Retail Store
102472,CUST00029,2024-03-30,Electronics,5,1968.16,0.0,0.0,9840.8,9840.8,0,North,Marketplace
102473,CUST00392,2024-09-25,Electronics,3,2265.15,0.0,0.0,6795.45,6795.45,0,South,Mobile App
102474,CUST00183,2024-06-30,Home & Kitchen,4,3865.93,0.0,0.0,15463.72,15463.72,0,South,Marketplace
102475,CUST01000,2024-11-24,Beauty,5,959.83,0.1,479.92,4799.15,4319.23,0,West,Retail Store
102476,CUST00219,2024-07-02,Electronics,2,435.26,0.0,0.0,870.52,870.52,0,North,Online
102477,CUST00959,2024-04-17,Beauty,4,3794.47,0.0,0.0,15177.88,15177.88,0,Central,Online
102478,CUST00302,2025-05-09,Home & Kitchen,5,3411.25,0.05,852.81,17056.25,16203.44,0,North,Online
102479,CUST01069,2025-09-29,Beauty,2,205.22,0.25,102.61,410.44,307.83,0,South,Online
102480,CUST00889,2024-10-06,Home & Kitchen,2,2516.31,0.0,0.0,5032.62,5032.62,0,South,Mobile App
102481,CUST00583,2025-02-12,Electronics,3,3811.51,0.1,1143.45,11434.53,10291.08,0,South,Online
102482,CUST00800,2025-02-21,Grocery,5,3137.94,0.05,784.49,15689.7,14905.21,0,East,Online
102483,CUST00360,2024-12-15,Apparel,4,1881.5,0.0,0.0,7526.0,7526.0,0,North,Online
102484,CUST01053,2024-11-15,Apparel,5,302.57,0.15,226.93,1512.85,1285.92,0,East,Retail Store
102485,CUST00325,2024-08-24,Home & Kitchen,3,1527.78,0.0,0.0,4583.34,4583.34,0,West,Mobile App
102486,CUST00908,2024-11-08,Grocery,3,329.46,0.0,0.0,988.38,988.38,0,North,Online
102487,CUST01037,2024-05-07,Grocery,5,4327.0,0.1,2163.5,21635.0,19471.5,0,North,Online
102488,CUST00675,2024-12-07,Home & Kitchen,2,4525.15,0.0,0.0,9050.3,-9050.3,1,South,Mobile App
102489,CUST01115,2025-11-24,Grocery,3,3902.72,0.0,0.0,11708.16,11708.16,0,West,Marketplace
102490,CUST00413,2025-01-21,Electronics,4,481.79,0.0,0.0,1927.16,1927.16,0,North,Mobile App
102491,CUST00578,2025-06-03,Sports,2,0.0,0.0,0.0,0.0,0.0,0,East,Marketplace
102492,CUST00107,2024-11-14,Electronics,3,4177.88,0.25,3133.41,12533.64,9400.23,0,West,Marketplace
102493,CUST00923,2024-12-30,Home & Kitchen,4,2651.54,0.15,1590.92,10606.16,-9015.24,1,Central,Online
102494,CUST00501,2024-12-27,Beauty,3,4922.87,0.0,0.0,14768.61,14768.61,0,South,Marketplace
102495,CUST00029,2024-05-21,Apparel,3,1858.73,0.15,836.43,5576.19,4739.76,0,North,Marketplace
102496,CUST01081,2025-03-28,Home & Kitchen,2,4003.47,0.0,0.0,8006.94,8006.94,0,West,Online
102497,CUST00607,2025-08-24,Electronics,3,2614.68,0.0,0.0,7844.04,7844.04,0,Central,Online
102498,CUST00585,2024-10-16,Sports,5,3479.53,0.0,0.0,17397.65,-17397.65,1,West,Online
102499,CUST00638,2024-12-20,Home & Kitchen,3,502.18,0.15,225.98,1506.54,1280.56,0,North,Online
102500,CUST00126,2025-01-07,Home & Kitchen,3,4434.81,0.1,1330.44,13304.43,11973.99,0,North,Marketplace
102501,CUST00297,2024-04-10,Grocery,4,3861.43,0.25,3861.43,15445.72,11584.29,0,West,Retail Store
102502,CUST01097,2025-09-12,Beauty,3,1721.18,0.25,1290.88,5163.54,3872.66,0,West,Online
102503,CUST01019,2024-08-16,Beauty,4,3164.01,0.0,0.0,12656.04,12656.04,0,North,Retail Store
102504,CUST00373,2025-02-06,Apparel,2,2113.67,0.25,1056.84,4227.34,3170.5,0,North,Retail Store
102505,CUST00884,2025-07-30,Grocery,3,0.0,0.0,0.0,0.0,0.0,0,West,Online
102506,CUST00106,2025-02-27,Grocery,5,950.42,0.0,0.0,4752.1,4752.1,0,North,Retail Store
102507,CUST00147,2025-02-25,Grocery,2,4443.75,0.0,0.0,8887.5,8887.5,0,North,Online
102508,CUST00882,2024-07-08,Grocery,1,1745.83,0.0,0.0,1745.83,1745.83,0,Central,Marketplace
102509,CUST00257,2024-08-09,Sports,4,1096.37,0.25,1096.37,4385.48,3289.11,0,West,Online
102510,CUST00535,2024-06-14,Beauty,1,3548.87,0.0,0.0,3548.87,3548.87,0,South,Mobile App
102511,CUST00061,2025-01-11,Beauty,4,2244.88,0.05,448.98,8979.52,8530.54,0,West,Online
102512,CUST00693,2024-04-05,Home & Kitchen,1,1111.11,0.25,277.78,1111.11,-833.33,1,South,Marketplace
102513,CUST00436,2024-07-28,Home & Kitchen,4,813.27,0.15,487.96,3253.08,2765.12,0,Central,Online
102514,CUST00946,2025-03-15,Electronics,1,2285.77,0.0,0.0,2285.77,2285.77,0,North,Online
102515,CUST00193,2024-04-18,Grocery,5,2462.39,0.0,0.0,12311.95,12311.95,0,South,Online
102516,CUST00308,2024-07-04,Apparel,4,2375.61,0.0,0.0,9502.44,9502.44,0,East,Retail Store
102517,CUST00242,2025-06-03,Beauty,2,3897.77,0.0,0.0,7795.54,7795.54,0,North,Retail Store
102518,CUST00770,2024-04-03,Grocery,4,3777.48,0.0,0.0,15109.92,-15109.92,1,Central,Marketplace
102519,CUST00832,2024-11-02,Grocery,1,2181.12,0.0,0.0,2181.12,2181.12,0,East,Marketplace
102520,CUST00068,2025-01-13,Electronics,1,1960.64,0.1,196.06,1960.64,1764.58,0,South,Retail Store
102521,CUST00475,2025-04-14,Electronics,4,1146.77,0.0,0.0,4587.08,4587.08,0,East,Online
102522,CUST00756,2025-03-21,Sports,1,4148.02,0.05,207.4,4148.02,3940.62,0,West,Marketplace
102523,CUST00355,2024-12-14,Electronics,5,3223.84,0.0,0.0,16119.2,16119.2,0,Central,Online
102524,CUST00103,2025-01-08,Grocery,1,0.0,0.0,0.0,0.0,0.0,0,East,Retail Store
102525,CUST00346,2025-10-02,Home & Kitchen,3,4532.26,0.05,679.84,13596.78,12916.94,0,South,Online
102526,CUST01066,2025-01-20,Home & Kitchen,1,4205.11,0.1,420.51,4205.11,3784.6,0,South,Mobile App
102527,CUST00435,2024-02-03,Grocery,3,1036.66,0.0,0.0,3109.98,3109.98,0,North,Online
102528,CUST00637,2024-10-03,Beauty,4,2061.56,0.0,0.0,8246.24,8246.24,0,North,Online
102529,CUST00647,2025-03-24,Apparel,4,4209.75,0.15,2525.85,16839.0,14313.15,0,Central,Retail Store
102530,CUST00913,2025-02-08,Apparel,1,3499.2,0.1,349.92,3499.2,3149.28,0,West,Retail Store
102531,CUST00358,2025-06-12,Beauty,2,0.0,0.0,0.0,0.0,0.0,0,Central,Online
102532,CUST01014,2024-09-27,Home & Kitchen,1,1500.73,0.0,0.0,1500.73,1500.73,0,West,Online
102533,CUST00310,2024-09-03,Sports,3,4502.21,0.0,0.0,13506.63,13506.63,0,Central,Online
102534,CUST00613,2024-06-10,Grocery,1,3844.71,0.05,192.24,3844.71,3652.47,0,North,Online
102535,CUST00494,2024-08-24,Sports,5,3331.75,0.0,0.0,16658.75,16658.75,0,East,Retail Store
102536,CUST00029,2024-06-01,Apparel,1,810.93,0.0,0.0,810.93,-810.93,1,North,Marketplace
102537,CUST00554,2024-03-23,Beauty,2,1780.39,0.0,0.0,3560.78,3560.78,0,West,Online
102538,CUST01186,2025-10-15,Home & Kitchen,3,4276.12,0.4,5131.34,12828.36,7697.02,0,South,Marketplace
102539,CUST01124,2024-12-31,Sports,4,3579.23,0.1,1431.69,14316.92,12885.23,0,Central,Online
102540,CUST00179,2025-02-19,Sports,3,4588.21,0.0,0.0,13764.63,13764.63,0,South,Retail Store
102541,CUST00418,2025-01-26,Home & Kitchen,4,3553.59,0.05,710.72,14214.36,13503.64,0,Central,Marketplace
102542,CUST00406,2025-01-28,Sports,4,3490.36,0.1,1396.14,13961.44,12565.3,0,Central,Retail Store
102543,CUST00034,2025-06-27,Apparel,1,4852.28,0.0,0.0,4852.28,4852.28,0,Central,Mobile App
102545,CUST01094,2025-08-10,Electronics,5,0.0,0.0,0.0,0.0,0.0,0,West,Retail Store
102546,CUST01001,2025-04-16,Grocery,4,1146.36,0.05,229.27,4585.44,4356.17,0,West,Mobile App
102547,CUST00287,2025-10-21,Grocery,3,4565.32,0.0,0.0,13695.96,-13695.96,1,East,Marketplace
102548,CUST00421,2025-10-06,Sports,1,2764.72,0.15,414.71,2764.72,2350.01,0,East,Marketplace
102549,CUST00979,2025-12-25,Grocery,3,2765.58,0.0,0.0,8296.74,8296.74,0,Central,Marketplace
102550,CUST00217,2025-01-22,Electronics,3,3056.01,0.1,916.8,9168.03,8251.23,0,South,Retail Store
102551,CUST01199,2025-01-02,Home & Kitchen,2,1276.56,0.0,0.0,2553.12,2553.12,0,East,Online
102552,CUST00496,2025-10-12,Apparel,1,4088.6,0.0,0.0,4088.6,4088.6,0,West,Online
102553,CUST01013,2024-04-10,Home & Kitchen,2,3857.91,0.0,0.0,7715.82,-7715.82,1,Central,Online
102554,CUST00230,2025-05-14,Sports,1,2523.88,0.0,0.0,2523.88,2523.88,0,South,Mobile App
102555,CUST00331,2025-08-18,Beauty,4,829.5,0.0,0.0,3318.0,3318.0,0,West,Online
102556,CUST00069,2024-03-30,Beauty,1,1427.77,0.0,0.0,1427.77,1427.77,0,North,Marketplace
102557,CUST00650,2024-04-03,Sports,3,859.57,0.0,0.0,2578.71,2578.71,0,South,Online
102558,CUST00457,2025-08-26,Beauty,4,821.54,0.25,821.54,3286.16,2464.62,0,Central,Online
102559,CUST00219,2024-06-17,Grocery,5,359.56,0.0,0.0,1797.8,1797.8,0,North,Online
102560,CUST00991,2025-02-01,Electronics,4,4730.08,0.05,946.02,18920.32,17974.3,0,North,Marketplace
102561,CUST00622,2024-09-18,Grocery,4,1360.52,0.0,0.0,5442.08,5442.08,0,Central,Online
102562,CUST01119,2025-04-27,Apparel,3,1150.04,0.0,0.0,3450.12,3450.12,0,Central,Retail Store
102563,CUST01142,2025-05-01,Home & Kitchen,2,441.48,0.05,44.15,882.96,838.81,0,Central,Online
102564,CUST00225,2024-07-06,Electronics,5,824.91,0.0,0.0,4124.55,4124.55,0,West,Online
102565,CUST00710,2024-07-31,Apparel,2,792.76,0.15,237.83,1585.52,1347.69,0,West,Marketplace
102566,CUST00849,2024-07-06,Electronics,3,1033.28,0.0,0.0,3099.84,3099.84,0,West,Online
102567,CUST00669,2024-01-17,Home & Kitchen,3,4563.57,0.0,0.0,13690.71,13690.71,0,Central,Online
102568,CUST01114,2024-06-05,Home & Kitchen,1,2058.2,0.0,0.0,2058.2,2058.2,0,South,Marketplace
102569,CUST01033,2025-12-09,Sports,5,4337.92,0.0,0.0,21689.6,21689.6,0,West,Retail Store
102570,CUST00597,2025-08-27,Home & Kitchen,2,2212.08,0.0,0.0,4424.16,4424.16,0,West,Online
102571,CUST00436,2024-07-28,Electronics,3,3627.28,0.0,0.0,10881.84,10881.84,0,Central,Online
102572,CUST00342,2025-05-07,Sports,1,264.06,0.0,0.0,264.06,264.06,0,West,Mobile App
102573,CUST00281,2024-11-15,Home & Kitchen,5,2326.6,0.0,0.0,11633.0,11633.0,0,West,Marketplace
102574,CUST00396,2024-05-14,Home & Kitchen,3,3638.52,0.0,0.0,10915.56,10915.56,0,South,Retail Store
102575,CUST00015,2024-08-18,Sports,3,2566.46,0.0,0.0,7699.38,7699.38,0,North,Online
102576,CUST00295,2024-09-15,Home & Kitchen,4,4102.89,0.0,0.0,16411.56,16411.56,0,Central,Retail Store
102577,CUST00206,2024-03-08,Sports,3,3617.98,0.15,1628.09,10853.94,9225.85,0,North,Online
102578,CUST00929,2025-05-14,Home & Kitchen,2,3518.82,0.05,351.88,7037.64,6685.76,0,Central,Marketplace
102579,CUST00436,2024-05-15,Sports,2,4618.45,0.05,461.84,9236.9,8775.06,0,Central,Online
102580,CUST00476,2025-04-12,Sports,1,2527.89,0.15,379.18,2527.89,2148.71,0,Central,Online
102582,CUST00901,2024-01-27,Beauty,4,2491.22,0.0,0.0,9964.88,9964.88,0,East,Marketplace
102583,CUST00286,2025-10-22,Beauty,5,4413.69,0.05,1103.42,22068.45,20965.03,0,North,Online
102584,CUST01151,2025-02-23,Apparel,1,1197.23,0.0,0.0,1197.23,1197.23,0,South,Online
102585,CUST00729,2025-08-29,Home & Kitchen,4,4526.95,0.25,4526.95,18107.8,13580.85,0,East,Online
102586,CUST00089,2025-06-16,Home & Kitchen,1,1610.88,0.0,0.0,1610.88,1610.88,0,South,Retail Store
102588,CUST00121,2024-12-15,Grocery,3,2671.81,0.1,801.54,8015.43,7213.89,0,West,Marketplace
102589,CUST00368,2024-10-29,Sports,4,1796.73,0.25,1796.73,7186.92,5390.19,0,East,Retail Store
